,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
5080,DC31768,Arizona,4783.917752,No,Extended,Bachelor,1/29/11,Employed,M,49793,Suburban,Married,121,3,55,0,1,Personal Auto,Personal L3,Offer2,Agent,640.835113,SUV,Small
5081,YO81676,Oregon,2142.892273,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,65,3,71,0,1,Corporate Auto,Corporate L1,Offer4,Web,686.774939,Two-Door Car,Medsize
5082,MQ79612,California,8738.299629000001,No,Basic,Doctor,2/15/11,Employed,M,91890,Rural,Married,107,30,28,0,7,Personal Auto,Personal L2,Offer3,Agent,156.617415,SUV,Small
5083,ZZ77357,Nevada,4468.2209,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Single,65,16,61,0,9,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize
5084,OE88763,California,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18,39,0,2,Corporate Auto,Corporate L2,Offer1,Agent,484.8,Four-Door Car,Medsize
5085,XP39695,Arizona,21886.19626,No,Basic,Bachelor,2/1/11,Employed,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,676.808053,SUV,Medsize
5086,QC28119,Oregon,7681.551777,No,Basic,High School or Below,2/15/11,Employed,M,90043,Urban,Married,63,12,21,0,2,Personal Auto,Personal L3,Offer2,Branch,203.226649,Four-Door Car,Medsize
5087,AZ29426,California,16702.69914,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Single,72,34,46,0,2,Special Auto,Special L3,Offer1,Agent,345.6,Four-Door Car,Medsize
5088,RI46607,California,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize
5089,OJ63606,Arizona,5776.338737,No,Premium,High School or Below,1/28/11,Medical Leave,F,27510,Suburban,Married,159,5,28,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,871.457982,SUV,Small
5090,TQ89058,Nevada,2777.525403,No,Basic,Master,1/12/11,Employed,F,59124,Rural,Married,70,18,31,2,1,Personal Auto,Personal L1,Offer4,Call Center,173.426207,Four-Door Car,Small
5091,IW78492,Arizona,4127.4952539999995,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Single,119,20,89,3,1,Personal Auto,Personal L2,Offer1,Web,856.8,Sports Car,Medsize
5092,WE88728,Arizona,6670.850638,No,Premium,High School or Below,1/2/11,Employed,F,56531,Suburban,Married,170,34,24,3,1,Corporate Auto,Corporate L3,Offer2,Web,816.0,SUV,Medsize
5093,PJ74689,Nevada,14741.760919999999,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,139,2,33,1,2,Personal Auto,Personal L3,Offer3,Call Center,667.2,SUV,Medsize
5094,ZI86917,Nevada,38320.82017,No,Basic,Bachelor,1/10/11,Employed,M,45277,Suburban,Married,191,19,0,0,2,Special Auto,Special L2,Offer2,Agent,916.8,Luxury SUV,Medsize
5095,IJ71609,Washington,2064.697955,No,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,65,12,57,3,1,Personal Auto,Personal L2,Offer1,Call Center,368.828511,Four-Door Car,Medsize
5096,FP17993,Arizona,5504.1390329999995,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Personal Auto,Personal L2,Offer1,Call Center,350.4,Four-Door Car,Medsize
5097,EC28398,Oregon,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L2,Offer1,Agent,312.0,Four-Door Car,Small
5098,ZX85480,Washington,7995.441263,No,Basic,High School or Below,1/2/11,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large
5099,JP27787,Oregon,5674.136445,No,Basic,College,1/23/11,Employed,F,65775,Rural,Divorced,72,16,98,0,4,Personal Auto,Personal L2,Offer2,Agent,171.42631799999998,Four-Door Car,Medsize
5100,NH24429,Arizona,2886.232446,No,Basic,Doctor,2/1/11,Employed,M,52972,Suburban,Single,74,3,68,0,1,Special Auto,Special L3,Offer2,Call Center,355.2,Four-Door Car,Medsize
5101,QU58523,Arizona,5794.682724,No,Basic,Master,2/15/11,Employed,M,52979,Suburban,Divorced,72,14,53,0,4,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Small
5102,EZ39383,Arizona,10706.66957,No,Basic,Bachelor,1/13/11,Employed,F,55436,Suburban,Divorced,67,7,44,0,2,Personal Auto,Personal L2,Offer3,Agent,321.6,Four-Door Car,Small
5103,IR74017,Oregon,5320.614976,No,Extended,College,1/21/11,Employed,F,32116,Rural,Married,132,10,42,0,1,Personal Auto,Personal L3,Offer4,Call Center,277.351026,SUV,Medsize
5104,DH68234,California,20498.83124,No,Basic,Master,1/24/11,Employed,M,56070,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,87.990528,Two-Door Car,Medsize
5105,TZ37274,Arizona,4628.280887,No,Basic,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,62,32,31,0,3,Personal Auto,Personal L3,Offer3,Web,690.548602,Four-Door Car,Medsize
5106,QG67362,California,27287.500989999997,No,Basic,Bachelor,2/10/11,Unemployed,F,0,Suburban,Single,116,12,76,1,2,Personal Auto,Personal L3,Offer1,Agent,835.2,SUV,Small
5107,TN36916,California,4029.723325,No,Basic,Bachelor,2/19/11,Employed,F,93621,Rural,Married,100,16,20,0,1,Personal Auto,Personal L2,Offer3,Branch,59.860273,SUV,Large
5108,FL74984,Oregon,2744.083863,No,Basic,Bachelor,2/1/11,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Small
5109,FV15346,Arizona,35444.31404,No,Extended,College,1/1/11,Employed,M,96853,Suburban,Divorced,98,34,68,0,2,Personal Auto,Personal L3,Offer1,Call Center,565.504258,Two-Door Car,Medsize
5110,JV12632,Washington,2858.992036,No,Extended,Master,1/20/11,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355.385287,Four-Door Car,Medsize
5111,TF64196,California,5862.803295000001,No,Basic,College,1/11/11,Employed,F,75121,Rural,Married,73,12,22,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,171.226873,Two-Door Car,Small
5112,PC27174,Oregon,4031.539471,No,Premium,College,2/23/11,Unemployed,F,0,Suburban,Single,117,2,41,0,1,Personal Auto,Personal L1,Offer2,Web,842.4,Four-Door Car,Medsize
5113,RL28880,Nevada,7553.225006999999,No,Basic,Bachelor,2/12/11,Employed,F,69959,Suburban,Divorced,63,9,3,0,2,Personal Auto,Personal L3,Offer1,Branch,401.83892099999997,Two-Door Car,Medsize
5114,FG46631,Oregon,16699.461580000003,No,Premium,Bachelor,1/14/11,Employed,F,81400,Suburban,Married,104,6,19,0,2,Special Auto,Special L2,Offer2,Web,499.2,Four-Door Car,Small
5115,PB29715,California,3233.262049,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,98,33,87,1,1,Corporate Auto,Corporate L3,Offer1,Agent,705.6,Two-Door Car,Medsize
5116,ZV42323,California,5640.729767,No,Basic,Bachelor,2/25/11,Employed,M,67523,Urban,Single,72,35,21,0,7,Corporate Auto,Corporate L2,Offer2,Web,345.237659,Two-Door Car,Medsize
5117,YS49138,California,8678.508294,No,Premium,High School or Below,1/21/11,Employed,F,62366,Rural,Married,108,22,87,0,8,Personal Auto,Personal L2,Offer1,Call Center,51.316527,Four-Door Car,Medsize
5118,XJ34057,California,10339.59799,No,Extended,Bachelor,2/25/11,Employed,M,67134,Rural,Married,131,5,63,1,6,Personal Auto,Personal L2,Offer1,Call Center,277.44896800000004,Sports Car,Medsize
5119,NJ54277,California,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Offer2,Call Center,19.575682999999998,Two-Door Car,Large
5120,RL64888,California,2571.260863,No,Basic,College,2/15/11,Employed,F,29697,Suburban,Married,66,0,58,4,1,Personal Auto,Personal L2,Offer4,Agent,316.8,Four-Door Car,Medsize
5121,UM28580,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize
5122,TO87218,California,7413.386729000001,No,Basic,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,106,7,44,0,4,Personal Auto,Personal L2,Offer1,Web,508.8,Sports Car,Medsize
5123,YQ79307,Washington,4768.955924,No,Basic,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.305224,Two-Door Car,Medsize
5124,KZ80383,Arizona,6035.086336,No,Extended,High School or Below,2/23/11,Employed,F,29587,Suburban,Married,76,25,4,0,3,Personal Auto,Personal L2,Offer2,Branch,422.02466100000004,Four-Door Car,Medsize
5125,TS78649,Arizona,16280.19859,No,Premium,High School or Below,1/5/11,Unemployed,M,0,Suburban,Single,157,17,1,0,2,Personal Auto,Personal L1,Offer3,Branch,753.6,Sports Car,Medsize
5126,QX84389,California,9024.199159,No,Basic,Master,2/25/11,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Offer3,Agent,537.6,Sports Car,Small
5127,WC26700,California,7495.676657999999,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763.2,Four-Door Car,Medsize
5128,JR26812,Nevada,12520.97907,No,Extended,College,2/14/11,Unemployed,M,0,Suburban,Single,126,4,59,0,2,Personal Auto,Personal L3,Offer3,Branch,907.2,SUV,Medsize
5129,QD17769,Oregon,2552.038766,No,Basic,High School or Below,2/12/11,Employed,M,75740,Rural,Married,64,13,11,0,1,Corporate Auto,Corporate L3,Offer3,Agent,128.516525,Two-Door Car,Medsize
5130,VA89404,California,16887.79708,No,Basic,Master,1/5/11,Employed,M,53262,Urban,Married,62,11,18,4,2,Corporate Auto,Corporate L3,Offer2,Branch,223.72051000000002,Four-Door Car,Medsize
5131,ZR41880,Nevada,3038.8299920000004,No,Extended,College,2/26/11,Employed,F,75180,Rural,Single,77,15,30,3,1,Corporate Auto,Corporate L3,Offer3,Agent,154.907769,Four-Door Car,Large
5132,XK49057,California,4455.518101,No,Basic,High School or Below,2/8/11,Employed,M,31196,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,342.796508,Two-Door Car,Small
5133,ZM52280,Arizona,11972.782309999999,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,186,0,67,2,5,Personal Auto,Personal L2,Offer1,Web,1441.843837,Luxury SUV,Large
5134,UX93878,Oregon,8513.697414,No,Basic,Bachelor,1/16/11,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,359.861348,SUV,Small
5135,WY65854,Oregon,9085.204991,No,Extended,Bachelor,1/27/11,Unemployed,F,0,Rural,Married,82,14,27,2,2,Personal Auto,Personal L3,Offer3,Agent,146.75708600000002,Four-Door Car,Large
5136,ES97823,Oregon,24096.23695,No,Extended,Bachelor,2/25/11,Unemployed,F,0,Suburban,Single,97,1,40,0,2,Personal Auto,Personal L1,Offer4,Web,1154.635974,Four-Door Car,Medsize
5137,CX34236,Oregon,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize
5138,CQ81839,Oregon,21418.35544,No,Extended,College,2/19/11,Employed,F,21897,Suburban,Single,139,19,67,0,2,Personal Auto,Personal L2,Offer2,Web,667.2,SUV,Medsize
5139,ES97399,Nevada,10714.21449,No,Extended,High School or Below,2/3/11,Employed,M,55994,Suburban,Married,92,19,75,2,2,Corporate Auto,Corporate L3,Offer3,Agent,441.6,Four-Door Car,Medsize
5140,GL44478,Oregon,9986.661111,No,Extended,High School or Below,1/22/11,Disabled,M,24067,Suburban,Single,132,12,2,0,6,Corporate Auto,Corporate L3,Offer2,Branch,633.6,Sports Car,Medsize
5141,ML79788,Arizona,7908.669486,No,Extended,College,1/31/11,Employed,F,43630,Suburban,Divorced,99,33,30,0,3,Corporate Auto,Corporate L1,Offer3,Branch,475.2,Four-Door Car,Medsize
5142,KZ67768,Nevada,4869.596443,No,Extended,College,1/31/11,Medical Leave,M,23811,Suburban,Divorced,130,20,8,0,1,Personal Auto,Personal L3,Offer1,Web,624.0,SUV,Large
5143,XU67970,Washington,2121.647053,No,Basic,College,1/27/11,Unemployed,M,0,Suburban,Single,62,11,45,0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Two-Door Car,Small
5144,IQ40799,Washington,6328.180924,No,Basic,Bachelor,1/22/11,Unemployed,M,0,Suburban,Single,100,17,21,2,4,Personal Auto,Personal L2,Offer1,Branch,648.3641719999999,SUV,Small
5145,BV80674,Oregon,4340.858797,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,124,6,34,0,1,Personal Auto,Personal L2,Offer3,Call Center,595.2,SUV,Medsize
5146,TH72397,California,6279.816729,No,Extended,Bachelor,2/21/11,Employed,M,50562,Suburban,Married,79,19,34,0,9,Personal Auto,Personal L2,Offer2,Call Center,545.013504,Four-Door Car,Medsize
5147,EC13382,Oregon,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Corporate Auto,Corporate L2,Offer1,Agent,257.248789,Two-Door Car,Medsize
5148,LE30774,California,22235.01011,No,Basic,College,2/5/11,Employed,M,80355,Suburban,Married,187,24,92,1,2,Corporate Auto,Corporate L2,Offer1,Web,897.6,Luxury Car,Medsize
5149,RA14734,Arizona,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large
5150,IY31142,Oregon,2444.3295350000003,No,Basic,College,2/9/11,Employed,M,83800,Urban,Single,62,11,44,0,1,Personal Auto,Personal L3,Offer2,Branch,196.155575,Four-Door Car,Medsize
5151,CK29372,California,5070.352408,No,Basic,College,2/28/11,Employed,F,23840,Suburban,Married,64,32,66,0,7,Personal Auto,Personal L2,Offer4,Call Center,307.2,Four-Door Car,Small
5152,KD70601,Washington,5647.145809000001,No,Basic,College,1/9/11,Employed,F,54834,Urban,Single,72,23,13,0,8,Corporate Auto,Corporate L3,Offer3,Web,186.191931,Four-Door Car,Medsize
5153,QN76596,California,13345.13545,No,Basic,Bachelor,1/28/11,Employed,M,80277,Rural,Married,112,6,40,1,2,Corporate Auto,Corporate L2,Offer1,Agent,36.975673,SUV,Medsize
5154,XI62151,Oregon,13297.63587,No,Basic,College,1/24/11,Employed,M,88430,Suburban,Married,66,7,17,1,2,Personal Auto,Personal L1,Offer1,Agent,316.8,Four-Door Car,Medsize
5155,ZQ37702,California,7031.785183,No,Extended,High School or Below,1/25/11,Employed,F,26255,Rural,Married,88,21,4,0,3,Personal Auto,Personal L1,Offer1,Branch,52.752601,Four-Door Car,Medsize
5156,GE13332,Nevada,3615.889805,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Married,95,16,1,0,1,Personal Auto,Personal L3,Offer1,Agent,684.0,Four-Door Car,Medsize
5157,LZ84227,Arizona,14120.035619999999,No,Premium,College,1/17/11,Employed,M,95715,Rural,Married,119,0,52,2,2,Personal Auto,Personal L3,Offer1,Agent,148.98255,Four-Door Car,Medsize
5158,EX97404,Oregon,2155.209879,No,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,70,22,67,3,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize
5159,RQ99149,California,2748.851081,No,Basic,Master,1/14/11,Employed,M,32437,Suburban,Married,69,4,73,0,1,Corporate Auto,Corporate L2,Offer2,Branch,473.36160199999995,Two-Door Car,Medsize
5160,UP57305,California,5087.015287,No,Basic,Bachelor,1/11/11,Employed,M,22726,Suburban,Married,65,25,73,0,3,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Medsize
5161,IC82877,Arizona,14031.703140000001,No,Basic,Bachelor,1/8/11,Employed,M,58092,Urban,Married,72,7,56,1,2,Personal Auto,Personal L2,Offer2,Branch,202.24202,Two-Door Car,Medsize
5162,JO63956,California,8656.396659,No,Basic,College,2/2/11,Employed,M,83365,Suburban,Married,109,27,7,1,4,Personal Auto,Personal L1,Offer2,Branch,523.2,SUV,Medsize
5163,MD47500,California,4861.493017,No,Basic,College,2/11/11,Medical Leave,M,12153,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Offer1,Branch,438.155584,Four-Door Car,Large
5164,OW31837,California,19174.63407,No,Basic,Bachelor,2/11/11,Employed,F,74028,Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,53.076203,SUV,Medsize
5165,OY20177,Oregon,7089.683959999999,No,Extended,High School or Below,2/17/11,Employed,M,52707,Suburban,Married,90,33,66,1,6,Corporate Auto,Corporate L3,Offer3,Branch,432.0,Four-Door Car,Medsize
5166,LZ10377,California,6802.067129999999,No,Extended,High School or Below,1/22/11,Employed,M,47451,Suburban,Married,87,0,31,1,6,Personal Auto,Personal L3,Offer2,Agent,417.6,Four-Door Car,Medsize
5167,UB17669,Nevada,2359.4235989999997,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L3,Offer1,Web,352.394515,Four-Door Car,Medsize
5168,DP77737,Oregon,15114.402409999999,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize
5169,QT39597,Arizona,2926.829158,No,Basic,High School or Below,2/4/11,Employed,M,26242,Urban,Married,74,5,69,0,1,Personal Auto,Personal L3,Offer2,Branch,347.060173,Four-Door Car,Medsize
5170,MQ74051,Arizona,13014.23496,No,Basic,Bachelor,2/15/11,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.098604,SUV,Medsize
5171,MN98042,California,7901.697919,No,Basic,College,2/1/11,Employed,M,62291,Suburban,Married,100,1,53,0,3,Personal Auto,Personal L1,Offer2,Web,480.0,Sports Car,Medsize
5172,XJ60303,California,13406.92021,No,Premium,Bachelor,1/18/11,Employed,F,25048,Suburban,Married,167,0,11,0,5,Personal Auto,Personal L1,Offer1,Agent,801.6,SUV,Medsize
5173,GU42671,Arizona,6106.941981,No,Extended,Bachelor,2/21/11,Medical Leave,F,16654,Suburban,Married,79,23,31,0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Medsize
5174,DK26322,Washington,12321.83615,No,Basic,High School or Below,1/22/11,Medical Leave,M,26887,Suburban,Single,113,32,67,0,2,Special Auto,Special L3,Offer1,Web,542.4,SUV,Small
5175,NT75612,Oregon,19338.5293,No,Basic,College,2/2/11,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.90423399999997,Four-Door Car,Medsize
5176,AX28231,Washington,5431.371279,No,Basic,High School or Below,1/1/11,Employed,M,49345,Urban,Married,69,10,12,0,7,Personal Auto,Personal L3,Offer2,Agent,251.075981,Two-Door Car,Medsize
5177,GA89827,Oregon,7329.828776,No,Basic,College,1/11/11,Unemployed,M,0,Suburban,Single,70,4,63,0,2,Personal Auto,Personal L3,Offer1,Agent,622.381217,Four-Door Car,Medsize
5178,UX91266,California,3484.1416409999997,No,Extended,Bachelor,1/10/11,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize
5179,UC10048,Oregon,6964.051797,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Married,95,19,41,1,9,Corporate Auto,Corporate L2,Offer1,Web,629.647822,Four-Door Car,Medsize
5180,CY90231,Nevada,25253.10198,No,Basic,Master,2/26/11,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Small
5181,QD26729,California,2523.654743,No,Basic,College,1/20/11,Employed,M,43204,Urban,Married,64,31,19,3,1,Personal Auto,Personal L1,Offer4,Branch,246.065764,Four-Door Car,Medsize
5182,RZ98310,Nevada,17349.03226,No,Extended,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,92,3,7,0,2,Personal Auto,Personal L3,Offer1,Call Center,441.6,Four-Door Car,Medsize
5183,VJ73478,Oregon,4058.668736,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Offer3,Web,842.4,Sports Car,Medsize
5184,KR29524,Oregon,4742.617289,No,Basic,Bachelor,2/26/11,Employed,F,78596,Rural,Married,118,1,70,0,1,Personal Auto,Personal L1,Offer1,Branch,133.907696,SUV,Medsize
5185,ID58813,California,4363.599418,No,Basic,Bachelor,1/17/11,Employed,M,38925,Rural,Divorced,112,10,48,0,1,Personal Auto,Personal L1,Offer3,Agent,241.304377,Sports Car,Medsize
5186,SL98898,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize
5187,LH90819,California,4210.096739,No,Basic,Master,2/22/11,Employed,M,21885,Rural,Single,108,7,29,0,1,Corporate Auto,Corporate L2,Offer3,Agent,52.339396,SUV,Large
5188,OL55220,California,5241.142484,No,Basic,Bachelor,1/28/11,Employed,F,48345,Urban,Single,67,7,1,0,7,Personal Auto,Personal L3,Offer2,Web,212.009825,Four-Door Car,Large
5189,YU90693,California,2481.842224,No,Basic,High School or Below,1/13/11,Employed,F,77993,Suburban,Single,62,26,10,0,1,Personal Auto,Personal L1,Offer2,Agent,297.6,Four-Door Car,Medsize
5190,NM70181,Oregon,3585.9429950000003,No,Extended,Master,1/15/11,Employed,M,25748,Rural,Married,90,9,23,0,1,Personal Auto,Personal L1,Offer3,Call Center,117.87116499999999,Four-Door Car,Medsize
5191,ZU30804,California,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize
5192,ZT31931,Oregon,10377.36842,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,95,1,69,0,2,Personal Auto,Personal L2,Offer2,Web,579.452318,Two-Door Car,Medsize
5193,BS29584,Oregon,2589.695091,No,Basic,College,2/20/11,Unemployed,F,0,Suburban,Single,73,6,11,0,1,Personal Auto,Personal L3,Offer1,Web,350.4,Four-Door Car,Medsize
5194,SX63814,Arizona,9312.585034,No,Premium,High School or Below,2/13/11,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,89.11979699999999,Four-Door Car,Medsize
5195,YL81070,Oregon,14396.242219999998,No,Extended,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,205,14,63,0,4,Personal Auto,Personal L1,Offer1,Call Center,1476.0,Luxury Car,Medsize
5196,RW24925,Oregon,31920.769160000003,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29,82,0,2,Personal Auto,Personal L3,Offer2,Branch,129.985718,SUV,Medsize
5197,FB84409,Arizona,4921.325084,No,Basic,Bachelor,2/8/11,Employed,M,43640,Rural,Married,64,10,99,2,3,Personal Auto,Personal L2,Offer2,Agent,1.208908,Four-Door Car,Medsize
5198,YP38413,Oregon,25805.50599,No,Basic,College,2/28/11,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Offer1,Agent,313.36625499999997,Two-Door Car,Medsize
5199,ZE53116,Arizona,5963.818306,No,Basic,High School or Below,2/17/11,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Offer3,Call Center,409.089884,Four-Door Car,Small
5200,SU95720,California,8923.113112000001,No,Extended,High School or Below,1/14/11,Unemployed,M,0,Suburban,Married,125,22,80,0,9,Personal Auto,Personal L3,Offer4,Branch,900.0,SUV,Small
5201,UM94104,Oregon,5214.971007,No,Basic,High School or Below,1/1/11,Employed,M,65375,Rural,Married,65,9,84,0,3,Personal Auto,Personal L3,Offer4,Branch,6.07744,Four-Door Car,Medsize
5202,ET64307,California,12522.53868,No,Basic,Bachelor,2/11/11,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Offer1,Agent,355.114822,Sports Car,Medsize
5203,XD32841,Oregon,13897.38856,No,Premium,Bachelor,2/23/11,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medsize
5204,SI90461,Washington,3372.420457,No,Extended,High School or Below,2/8/11,Employed,F,93489,Rural,Divorced,84,16,72,0,1,Corporate Auto,Corporate L3,Offer2,Agent,104.280764,Four-Door Car,Medsize
5205,RV75918,California,7809.5154680000005,No,Extended,College,1/23/11,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.431343,Four-Door Car,Medsize
5206,DZ64604,California,12269.41862,No,Premium,High School or Below,2/12/11,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small
5207,WF98532,California,3123.080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Offer1,Agent,960.115399,SUV,Large
5208,GQ15613,Arizona,8004.214781000001,No,Basic,High School or Below,1/7/11,Employed,F,54008,Suburban,Married,67,18,90,0,2,Personal Auto,Personal L3,Offer2,Branch,370.503286,Four-Door Car,Medsize
5209,XU63766,Oregon,8105.872317,No,Basic,Bachelor,2/1/11,Unemployed,F,0,Urban,Married,74,15,61,0,2,Personal Auto,Personal L3,Offer1,Branch,232.01349,Four-Door Car,Medsize
5210,VU35401,Nevada,2758.703811,No,Basic,High School or Below,1/18/11,Employed,F,44619,Urban,Married,68,35,45,0,1,Corporate Auto,Corporate L2,Offer2,Web,283.66843900000003,Four-Door Car,Medsize
5211,NH95163,Oregon,3707.282365,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Offer1,Web,313.885191,Four-Door Car,Medsize
5212,CD55111,California,30154.681080000002,No,Extended,Master,1/2/11,Employed,M,73359,Rural,Married,94,17,24,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,107.187926,Two-Door Car,Medsize
5213,TQ73797,California,8099.838433,No,Basic,Bachelor,2/11/11,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Offer2,Branch,499.2,SUV,Small
5214,CC43119,California,2921.490461,No,Basic,Bachelor,1/19/11,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.094835,Two-Door Car,Medsize
5215,CD38665,California,14510.44376,No,Basic,High School or Below,2/1/11,Employed,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.6,Luxury Car,Medsize
